id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
3124;Teva Pharma SA;chf_fixed;0.1;per_mg;;;;;0;0;0;1;"[""BEVACIZUMAB-TEVA""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Teva Pharma SA rembourse pour le traitement Fr. 0.10 par mg de Bevacizumab-Teva. En cas de prescription médicale appropriée, Bevacizumab-Teva est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
3126;;unknown;;unknown;;;;;0;1;0;0;"[""CABAZITAXEL SANDOZ""]";En cas d'arrêt de la thérapie avant le 2ème cycle de Cabazitaxel Sandoz, la titulaire de l'autorisation remboursera au payeur, sur demande de l'assureur, les coûts de la dose de Cabazitaxel Sandoz administrée pour le 1er cycle en termes de prix public.
3129;;unknown;;per_box;;;;;0;0;0;0;"[""CALQUENCE""]";Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part convenue du prix de fabrique pour chaque emballage de CALQUENCE remis pour le traitement des patients avec une LLC en 1ère ligne présentant un statut IGHV non muté (sans délétion 17p ou mutation TP53). Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.
3131;;percentage;50.0;per_week;;;;;0;0;1;0;"[""EZETIMIB SIMVA SPIRIG HC""]";Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib Simva Spirig HC. Le remboursement d'un traitement par Ezetimib Simva Spirig HC nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3132;;percentage;50.0;per_week;;;;;0;0;1;0;;Le remboursement s’applique lorsque les patients sont déjà traités par Ezétimib Simvastatin Axapharm. Le remboursement d'un traitement par Ezétimib Simvastatin Axapharm nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3133;;percentage;50.0;per_week;;;;;0;0;1;0;;Le remboursement s’applique lorsque les patients sont déjà traités par Ezétimib Simvastatin Sandoz. Le remboursement d'un traitement par Ezétimib Simvastatin Sandoz nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3134;;percentage;50.0;per_week;;;;;0;0;1;0;"[""EZETIMIB SIMVASTATIN ZENTIVA"", ""SIMVASTATIN ZENTIVA""]";Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib Simvastatin Zentiva. Le remboursement d'un traitement par Ezetimib Simvastatin Zentiva nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3135;;percentage;50.0;per_week;;;;;0;0;1;0;"[""EZETIMIB-SIMVASTATIN-MEPHA"", ""SIMVASTATIN-MEPHA""]";Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib-Simvastatin-Mepha. Le remboursement d'un traitement par Ezetimib-Simvastatin-Mepha nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3136;;percentage;50.0;per_week;;;;;0;0;1;0;"[""EZETIMIB-SIMVASTATIN-MEPHA"", ""SIMVASTATIN-MEPHA"", ""EZETIMIB-SIMVASTATIN-MEPHA TEVA""]";Le remboursement s’applique lorsque les patients sont déjà traités par Ezetimib-Simvastatin-Mepha Teva. Le remboursement d'un traitement par Ezetimib-Simvastatin-Mepha Teva nouvellement prescrit est en outre possible dans les situations suivantes: &nbsp- patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. &nbsp- patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. &nbsp- patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3139;Roche Pharma (Suisse) SA;percentage;14.74;per_box;;;;;0;0;0;0;"[""HEMLIBRA""]";Le titulaire de l’autorisation Roche Pharma (Suisse) SA rembourse sur demande de l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, respectivement sur demande de l’AI, pour chaque boîte d’Hemlibra, 14.74% du prix départ usine (PDU). La taxe sur la valeur ajoutée ne peut pas être remboursée en plus de cette part du PDU. La demande de remboursement doit intervenir à partir du moment de l’administration.
3140;;unknown;;per_box;;;;;0;0;0;0;"[""IMNOVID""]";Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, une part déterminée du prix de fabrique pour chaque emballage remis de IMNOVID. Le remboursement de la TVA ne peut pas être réclamé en plus de cette part du prix de fabrique.
3141;;percentage;50.0;per_week;;;;;0;0;1;0;"[""INEGY""]";Le remboursement s’applique lorsque les patients sont déjà traités par Inegy. Le remboursement d'un traitement par Inegy nouvellement prescrit est en outre possible dans les situations suivantes: - patients à haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.8 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à la dose maximale tolérée. - patients à très haut risque, selon la catégorie de risque du GSLA, qui ne tolèrent pas l'atorvastatine et la rosuvastatine et qui n'atteignent pas la valeur cible de LDL <1.4 mmol/l et une réduction de 50% des LDL avec la simvastatine seule à dose maximale tolérée. - patients présentant une intolérance aux statines, c'est-à-dire les patients qui, lors de la prise d'une statine, présentent des douleurs musculaires intolérables et/ou une faiblesse musculaire mesurable et/ou une augmentation de la créatinine kinase >5x la valeur limite supérieure. Avant de prescrire l'ézétimibe, il faut essayer une autre statine et, si celle-ci n'est pas tolérée, l'atorvastatine ou la rosuvastatine 5-10 mg 1-2x par semaine.
3142;Bristol-Myers Squibb SA;unknown;;unknown;;;;;0;0;0;0;"[""INREBIC""]";Le titulaire de l’autorisation, Bristol-Myers Squibb SA, rembourse, au prix de fabrique actuel, les trois premiers emballages de Inrebic achetés, pour les patients qui ont reçu Inrebic pour la première fois après le 1er juillet 2023, à la demande de l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat. Le remboursement de la TVA ne peut pas être exigée en plus du prix de fabrique.
3146;Amgen Switzerland AG;chf_fixed;0.27;per_mg;;;;;0;0;0;1;"[""MVASI""]";Dans cette indication, sur demande de l’assureur-maladie chez qui la personne était assurée au moment de l’achat, Amgen Switzerland AG rembourse pour le traitement Fr. 0.27 par mg de MVASI. En cas de prescription médicale appropriée, MVASI est remboursé jusqu’à progression de la maladie. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de ce montant. La demande de remboursement doit intervenir en règle générale dans les 3 mois qui suivent l’administration.
